id_address,fulladdress,addresstype_nameaddresstype,flooraddress,descriptionaddress
954,Санкт-Петербург Крайняя Улица 34,Standart,1,
955,Санкт-Петербург Олимпийская Улица 16,Standart,1,
956,Санкт-Петербург Чернолуцкого Улица 8,Standart,1,
957,Санкт-Петербург Демьяна Бедного Улица 27,Standart,1,
958,Санкт-Петербург Победы Улица 15,Standart,1,
959,Санкт-Петербург Крылова Улица 32,Standart,1,
960,Санкт-Петербург Совхозная Улица 16,Standart,1,
961,Санкт-Петербург 1-й Лоцманский Переулок 19,Standart,1,
962,Санкт-Петербург Новоселов Улица 31,Standart,1,
963,Санкт-Петербург Больничная Улица 24,Standart,1,
964,Санкт-Петербург Терешковой Улица 8,Standart,1,
965,Санкт-Петербург Российская Улица 26,Standart,1,
966,Санкт-Петербург Беломорская Улица 9,Standart,1,
967,Санкт-Петербург Южный Переулок 21,Standart,1,
968,Санкт-Петербург 2-й Коммунистов Переулок 14,Standart,1,
969,Санкт-Петербург 6-я Краснорощинская Улица 11,Standart,1,
970,Санкт-Петербург Полевая Улица 10,Standart,1,
971,Санкт-Петербург Школьная Улица 5,Standart,1,
972,Санкт-Петербург Западный Переулок 23,Standart,1,
973,Санкт-Петербург Луговая Улица 12,Standart,1,
974,Санкт-Петербург Октябрьская Улица 13,Standart,1,
975,Санкт-Петербург Мишаевский Переулок 25,Standart,1,
976,Санкт-Петербург Молодежная Улица 26,Standart,1,
977,Санкт-Петербург Северная 2-я Улица 1,Standart,1,
978,Санкт-Петербург Жемчужная Улица 16,Standart,1,
979,Санкт-Петербург Марины Цветаевой Улица 2,Standart,1,
980,Санкт-Петербург Северная Улица 20,Standart,1,
981,Санкт-Петербург Солнечный Переулок 30,Standart,1,
982,Санкт-Петербург Советская Улица 8,Standart,1,
983,Санкт-Петербург Транспортная Улица 13,Standart,1,
984,Санкт-Петербург Шоссейный Переулок 19,Standart,1,
985,Санкт-Петербург Садовая Улица 23,Standart,1,
986,Санкт-Петербург Речная Улица 20,Standart,1,
987,Санкт-Петербург Колхозная Улица 21,Standart,1,
988,Санкт-Петербург Колхозный Переулок 32,Standart,1,
989,Санкт-Петербург Восточная Улица 28,Standart,1,
